urun,kategori,uygunluk_pct,sulama_ihtiyac_mm,sulama_yontem,ekim_aylari,hasat_aylari,bakim,kar_potansiyel,emoji,il,ilce
Buğday,Tahıl,85.4,450,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz","Sonbaharda ekilir, ilkbaharda gübrelenir. Kuru tarıma uygun.",Orta,🌾,Burdur,Gölhisar
Üzüm (Bağ),Meyve,83.9,450,Damla,"Şubat, Mart","Ağustos, Eylül, Ekim",Kuraklığa dayanıklı. Az sulama ile kaliteli ürün. Budama kritik.,Yüksek,🍇,Burdur,Gölhisar
Soğan,Sebze,83.9,400,Yağmurlama veya Damla,"Mart, Nisan, Eylül, Ekim","Haziran, Temmuz, Ağustos",Kuru ve sıcak iklimde iyi verim. İç Anadolu'ya uygun.,Orta,🧅,Burdur,Gölhisar
Zeytin,Meyve,81.3,350,Damla,"Ekim, Kasım","Ekim, Kasım, Aralık",Akdeniz iklimi sever. Az bakım. Dondan korunmalı (-7°C altı tehlikeli).,Yüksek,🫒,Burdur,Gölhisar
Arpa,Tahıl,87.7,350,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz",Kuraklığa dayanıklı. Az sulama ile yetişir.,Orta,🌾,Burdur,Karamanlı
Buğday,Tahıl,83.5,450,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz","Sonbaharda ekilir, ilkbaharda gübrelenir. Kuru tarıma uygun.",Orta,🌾,Burdur,Karamanlı
Soğan,Sebze,58.6,400,Yağmurlama veya Damla,"Mart, Nisan, Eylül, Ekim","Haziran, Temmuz, Ağustos",Kuru ve sıcak iklimde iyi verim. İç Anadolu'ya uygun.,Orta,🧅,Burdur,Karamanlı
Üzüm (Bağ),Meyve,49.1,450,Damla,"Şubat, Mart","Ağustos, Eylül, Ekim",Kuraklığa dayanıklı. Az sulama ile kaliteli ürün. Budama kritik.,Yüksek,🍇,Burdur,Karamanlı
Zeytin,Meyve,45.7,350,Damla,"Ekim, Kasım","Ekim, Kasım, Aralık",Akdeniz iklimi sever. Az bakım. Dondan korunmalı (-7°C altı tehlikeli).,Yüksek,🫒,Burdur,Karamanlı
Arpa,Tahıl,87.3,350,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz",Kuraklığa dayanıklı. Az sulama ile yetişir.,Orta,🌾,Burdur,Kemer
Buğday,Tahıl,83.2,450,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz","Sonbaharda ekilir, ilkbaharda gübrelenir. Kuru tarıma uygun.",Orta,🌾,Burdur,Kemer
Soğan,Sebze,59.0,400,Yağmurlama veya Damla,"Mart, Nisan, Eylül, Ekim","Haziran, Temmuz, Ağustos",Kuru ve sıcak iklimde iyi verim. İç Anadolu'ya uygun.,Orta,🧅,Burdur,Kemer
Üzüm (Bağ),Meyve,49.4,450,Damla,"Şubat, Mart","Ağustos, Eylül, Ekim",Kuraklığa dayanıklı. Az sulama ile kaliteli ürün. Budama kritik.,Yüksek,🍇,Burdur,Kemer
Zeytin,Meyve,45.8,350,Damla,"Ekim, Kasım","Ekim, Kasım, Aralık",Akdeniz iklimi sever. Az bakım. Dondan korunmalı (-7°C altı tehlikeli).,Yüksek,🫒,Burdur,Kemer
Arpa,Tahıl,92.9,350,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz",Kuraklığa dayanıklı. Az sulama ile yetişir.,Orta,🌾,Burdur,Merkez
Buğday,Tahıl,88.4,450,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz","Sonbaharda ekilir, ilkbaharda gübrelenir. Kuru tarıma uygun.",Orta,🌾,Burdur,Merkez
Soğan,Sebze,65.7,400,Yağmurlama veya Damla,"Mart, Nisan, Eylül, Ekim","Haziran, Temmuz, Ağustos",Kuru ve sıcak iklimde iyi verim. İç Anadolu'ya uygun.,Orta,🧅,Burdur,Merkez
Üzüm (Bağ),Meyve,56.0,450,Damla,"Şubat, Mart","Ağustos, Eylül, Ekim",Kuraklığa dayanıklı. Az sulama ile kaliteli ürün. Budama kritik.,Yüksek,🍇,Burdur,Merkez
Zeytin,Meyve,54.6,350,Damla,"Ekim, Kasım","Ekim, Kasım, Aralık",Akdeniz iklimi sever. Az bakım. Dondan korunmalı (-7°C altı tehlikeli).,Yüksek,🫒,Burdur,Merkez
Arpa,Tahıl,95.0,350,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz",Kuraklığa dayanıklı. Az sulama ile yetişir.,Orta,🌾,Burdur,Tefenni
Buğday,Tahıl,90.4,450,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz","Sonbaharda ekilir, ilkbaharda gübrelenir. Kuru tarıma uygun.",Orta,🌾,Burdur,Tefenni
Soğan,Sebze,90.0,400,Yağmurlama veya Damla,"Mart, Nisan, Eylül, Ekim","Haziran, Temmuz, Ağustos",Kuru ve sıcak iklimde iyi verim. İç Anadolu'ya uygun.,Orta,🧅,Burdur,Tefenni
Üzüm (Bağ),Meyve,63.0,450,Damla,"Şubat, Mart","Ağustos, Eylül, Ekim",Kuraklığa dayanıklı. Az sulama ile kaliteli ürün. Budama kritik.,Yüksek,🍇,Burdur,Tefenni
Zeytin,Meyve,62.4,350,Damla,"Ekim, Kasım","Ekim, Kasım, Aralık",Akdeniz iklimi sever. Az bakım. Dondan korunmalı (-7°C altı tehlikeli).,Yüksek,🫒,Burdur,Tefenni
Arpa,Tahıl,90.0,350,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz",Kuraklığa dayanıklı. Az sulama ile yetişir.,Orta,🌾,Burdur,Yeşilova
Buğday,Tahıl,85.6,450,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz","Sonbaharda ekilir, ilkbaharda gübrelenir. Kuru tarıma uygun.",Orta,🌾,Burdur,Yeşilova
Soğan,Sebze,62.6,400,Yağmurlama veya Damla,"Mart, Nisan, Eylül, Ekim","Haziran, Temmuz, Ağustos",Kuru ve sıcak iklimde iyi verim. İç Anadolu'ya uygun.,Orta,🧅,Burdur,Yeşilova
Üzüm (Bağ),Meyve,52.8,450,Damla,"Şubat, Mart","Ağustos, Eylül, Ekim",Kuraklığa dayanıklı. Az sulama ile kaliteli ürün. Budama kritik.,Yüksek,🍇,Burdur,Yeşilova
Zeytin,Meyve,50.3,350,Damla,"Ekim, Kasım","Ekim, Kasım, Aralık",Akdeniz iklimi sever. Az bakım. Dondan korunmalı (-7°C altı tehlikeli).,Yüksek,🫒,Burdur,Yeşilova
Arpa,Tahıl,89.3,350,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz",Kuraklığa dayanıklı. Az sulama ile yetişir.,Orta,🌾,Burdur,Çavdır
Buğday,Tahıl,85.0,450,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz","Sonbaharda ekilir, ilkbaharda gübrelenir. Kuru tarıma uygun.",Orta,🌾,Burdur,Çavdır
Üzüm (Bağ),Meyve,83.3,450,Damla,"Şubat, Mart","Ağustos, Eylül, Ekim",Kuraklığa dayanıklı. Az sulama ile kaliteli ürün. Budama kritik.,Yüksek,🍇,Burdur,Çavdır
Soğan,Sebze,83.3,400,Yağmurlama veya Damla,"Mart, Nisan, Eylül, Ekim","Haziran, Temmuz, Ağustos",Kuru ve sıcak iklimde iyi verim. İç Anadolu'ya uygun.,Orta,🧅,Burdur,Çavdır
Zeytin,Meyve,80.5,350,Damla,"Ekim, Kasım","Ekim, Kasım, Aralık",Akdeniz iklimi sever. Az bakım. Dondan korunmalı (-7°C altı tehlikeli).,Yüksek,🫒,Burdur,Çavdır
Pamuk,Endüstriyel,98.9,800,Damla veya Yüzey,"Nisan, Mayıs","Eylül, Ekim, Kasım",Sıcak iklim şart. Çukurova ve GAP bölgesine uygun. Çok sulama.,Yüksek,🌿,Burdur,Çeltikçi
Mısır,Tahıl,90.9,600,Damla veya Yağmurlama,"Nisan, Mayıs","Eylül, Ekim",Yüksek su ihtiyacı. Sıcak iklim sever. Düzenli sulama şart.,Yüksek,🌽,Burdur,Çeltikçi
Domates,Sebze,88.9,700,Damla,"Mart, Nisan, Mayıs","Temmuz, Ağustos, Eylül",Sıcak iklim sever. Damla sulama ile %40 su tasarrufu. Hastalığa dikkat.,Yüksek,🍅,Burdur,Çeltikçi
Biber,Sebze,83.7,650,Damla,"Mart, Nisan","Temmuz, Ağustos, Eylül, Ekim",Sıcak ve güneşli sever. Düzenli sulama. Sera ile yıl uzatılabilir.,Yüksek,🌶️,Burdur,Çeltikçi
Patates,Sebze,76.8,500,Yağmurlama,"Mart, Nisan","Temmuz, Ağustos, Eylül",Serin iklim sever. Yüksek rakımda kaliteli. Düzenli sulama.,Orta-Yüksek,🥔,Burdur,Çeltikçi
Biber,Sebze,99.9,650,Damla,"Mart, Nisan","Temmuz, Ağustos, Eylül, Ekim",Sıcak ve güneşli sever. Düzenli sulama. Sera ile yıl uzatılabilir.,Yüksek,🌶️,Bursa,Büyükorhan
Domates,Sebze,96.8,700,Damla,"Mart, Nisan, Mayıs","Temmuz, Ağustos, Eylül",Sıcak iklim sever. Damla sulama ile %40 su tasarrufu. Hastalığa dikkat.,Yüksek,🍅,Bursa,Büyükorhan
Patates,Sebze,95.9,500,Yağmurlama,"Mart, Nisan","Temmuz, Ağustos, Eylül",Serin iklim sever. Yüksek rakımda kaliteli. Düzenli sulama.,Orta-Yüksek,🥔,Bursa,Büyükorhan
Elma,Meyve,92.8,600,Damla,"Şubat, Mart","Ağustos, Eylül, Ekim",Soğuk kış gerektirir. Yüksek rakımda iyi gelişir. Budama önemli.,Yüksek,🍎,Bursa,Büyükorhan
Mısır,Tahıl,92.8,600,Damla veya Yağmurlama,"Nisan, Mayıs","Eylül, Ekim",Yüksek su ihtiyacı. Sıcak iklim sever. Düzenli sulama şart.,Yüksek,🌽,Bursa,Büyükorhan
Patates,Sebze,95.6,500,Yağmurlama,"Mart, Nisan","Temmuz, Ağustos, Eylül",Serin iklim sever. Yüksek rakımda kaliteli. Düzenli sulama.,Orta-Yüksek,🥔,Bursa,Gemlik
Buğday,Tahıl,91.5,450,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz","Sonbaharda ekilir, ilkbaharda gübrelenir. Kuru tarıma uygun.",Orta,🌾,Bursa,Gemlik
Şeker Pancarı,Endüstriyel,89.7,550,Damla,"Mart, Nisan","Ekim, Kasım",Derin toprak sever. Düzenli sulama gerekli. Fabrika sözleşmeli.,Yüksek,🟫,Bursa,Gemlik
Ayçiçeği,Yağlı Tohum,88.4,400,Yağmurlama,"Nisan, Mayıs","Ağustos, Eylül","Kuraklığa orta dayanıklı. Derin köklü, az sulama yeterli.",Orta-Yüksek,🌻,Bursa,Gemlik
Üzüm (Bağ),Meyve,87.3,450,Damla,"Şubat, Mart","Ağustos, Eylül, Ekim",Kuraklığa dayanıklı. Az sulama ile kaliteli ürün. Budama kritik.,Yüksek,🍇,Bursa,Gemlik
Pamuk,Endüstriyel,98.1,800,Damla veya Yüzey,"Nisan, Mayıs","Eylül, Ekim, Kasım",Sıcak iklim şart. Çukurova ve GAP bölgesine uygun. Çok sulama.,Yüksek,🌿,Bursa,Gürsu
Mısır,Tahıl,86.6,600,Damla veya Yağmurlama,"Nisan, Mayıs","Eylül, Ekim",Yüksek su ihtiyacı. Sıcak iklim sever. Düzenli sulama şart.,Yüksek,🌽,Bursa,Gürsu
Domates,Sebze,85.1,700,Damla,"Mart, Nisan, Mayıs","Temmuz, Ağustos, Eylül",Sıcak iklim sever. Damla sulama ile %40 su tasarrufu. Hastalığa dikkat.,Yüksek,🍅,Bursa,Gürsu
Biber,Sebze,79.4,650,Damla,"Mart, Nisan","Temmuz, Ağustos, Eylül, Ekim",Sıcak ve güneşli sever. Düzenli sulama. Sera ile yıl uzatılabilir.,Yüksek,🌶️,Bursa,Gürsu
Buğday,Tahıl,69.2,450,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz","Sonbaharda ekilir, ilkbaharda gübrelenir. Kuru tarıma uygun.",Orta,🌾,Bursa,Gürsu
Şeker Pancarı,Endüstriyel,99.4,550,Damla,"Mart, Nisan","Ekim, Kasım",Derin toprak sever. Düzenli sulama gerekli. Fabrika sözleşmeli.,Yüksek,🟫,Bursa,Harmancık
Buğday,Tahıl,97.9,450,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz","Sonbaharda ekilir, ilkbaharda gübrelenir. Kuru tarıma uygun.",Orta,🌾,Bursa,Harmancık
Ayçiçeği,Yağlı Tohum,97.2,400,Yağmurlama,"Nisan, Mayıs","Ağustos, Eylül","Kuraklığa orta dayanıklı. Derin köklü, az sulama yeterli.",Orta-Yüksek,🌻,Bursa,Harmancık
Patates,Sebze,96.3,500,Yağmurlama,"Mart, Nisan","Temmuz, Ağustos, Eylül",Serin iklim sever. Yüksek rakımda kaliteli. Düzenli sulama.,Orta-Yüksek,🥔,Bursa,Harmancık
Üzüm (Bağ),Meyve,95.3,450,Damla,"Şubat, Mart","Ağustos, Eylül, Ekim",Kuraklığa dayanıklı. Az sulama ile kaliteli ürün. Budama kritik.,Yüksek,🍇,Bursa,Harmancık
Biber,Sebze,99.1,650,Damla,"Mart, Nisan","Temmuz, Ağustos, Eylül, Ekim",Sıcak ve güneşli sever. Düzenli sulama. Sera ile yıl uzatılabilir.,Yüksek,🌶️,Bursa,Karacabey
Patates,Sebze,96.9,500,Yağmurlama,"Mart, Nisan","Temmuz, Ağustos, Eylül",Serin iklim sever. Yüksek rakımda kaliteli. Düzenli sulama.,Orta-Yüksek,🥔,Bursa,Karacabey
Domates,Sebze,96.1,700,Damla,"Mart, Nisan, Mayıs","Temmuz, Ağustos, Eylül",Sıcak iklim sever. Damla sulama ile %40 su tasarrufu. Hastalığa dikkat.,Yüksek,🍅,Bursa,Karacabey
Buğday,Tahıl,92.5,450,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz","Sonbaharda ekilir, ilkbaharda gübrelenir. Kuru tarıma uygun.",Orta,🌾,Bursa,Karacabey
Mısır,Tahıl,91.9,600,Damla veya Yağmurlama,"Nisan, Mayıs","Eylül, Ekim",Yüksek su ihtiyacı. Sıcak iklim sever. Düzenli sulama şart.,Yüksek,🌽,Bursa,Karacabey
Biber,Sebze,99.0,650,Damla,"Mart, Nisan","Temmuz, Ağustos, Eylül, Ekim",Sıcak ve güneşli sever. Düzenli sulama. Sera ile yıl uzatılabilir.,Yüksek,🌶️,Bursa,Keles
Patates,Sebze,97.0,500,Yağmurlama,"Mart, Nisan","Temmuz, Ağustos, Eylül",Serin iklim sever. Yüksek rakımda kaliteli. Düzenli sulama.,Orta-Yüksek,🥔,Bursa,Keles
Domates,Sebze,96.0,700,Damla,"Mart, Nisan, Mayıs","Temmuz, Ağustos, Eylül",Sıcak iklim sever. Damla sulama ile %40 su tasarrufu. Hastalığa dikkat.,Yüksek,🍅,Bursa,Keles
Buğday,Tahıl,92.6,450,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz","Sonbaharda ekilir, ilkbaharda gübrelenir. Kuru tarıma uygun.",Orta,🌾,Bursa,Keles
Mısır,Tahıl,91.8,600,Damla veya Yağmurlama,"Nisan, Mayıs","Eylül, Ekim",Yüksek su ihtiyacı. Sıcak iklim sever. Düzenli sulama şart.,Yüksek,🌽,Bursa,Keles
Pamuk,Endüstriyel,98.1,800,Damla veya Yüzey,"Nisan, Mayıs","Eylül, Ekim, Kasım",Sıcak iklim şart. Çukurova ve GAP bölgesine uygun. Çok sulama.,Yüksek,🌿,Bursa,Kestel
Elma,Meyve,86.6,600,Damla,"Şubat, Mart","Ağustos, Eylül, Ekim",Soğuk kış gerektirir. Yüksek rakımda iyi gelişir. Budama önemli.,Yüksek,🍎,Bursa,Kestel
Mısır,Tahıl,86.6,600,Damla veya Yağmurlama,"Nisan, Mayıs","Eylül, Ekim",Yüksek su ihtiyacı. Sıcak iklim sever. Düzenli sulama şart.,Yüksek,🌽,Bursa,Kestel
Domates,Sebze,85.1,700,Damla,"Mart, Nisan, Mayıs","Temmuz, Ağustos, Eylül",Sıcak iklim sever. Damla sulama ile %40 su tasarrufu. Hastalığa dikkat.,Yüksek,🍅,Bursa,Kestel
Biber,Sebze,79.4,650,Damla,"Mart, Nisan","Temmuz, Ağustos, Eylül, Ekim",Sıcak ve güneşli sever. Düzenli sulama. Sera ile yıl uzatılabilir.,Yüksek,🌶️,Bursa,Kestel
Buğday,Tahıl,67.8,450,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz","Sonbaharda ekilir, ilkbaharda gübrelenir. Kuru tarıma uygun.",Orta,🌾,Bursa,Mudanya
Arpa,Tahıl,61.8,350,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz",Kuraklığa dayanıklı. Az sulama ile yetişir.,Orta,🌾,Bursa,Mudanya
Soğan,Sebze,52.3,400,Yağmurlama veya Damla,"Mart, Nisan, Eylül, Ekim","Haziran, Temmuz, Ağustos",Kuru ve sıcak iklimde iyi verim. İç Anadolu'ya uygun.,Orta,🧅,Bursa,Mudanya
Biber,Sebze,49.6,650,Damla,"Mart, Nisan","Temmuz, Ağustos, Eylül, Ekim",Sıcak ve güneşli sever. Düzenli sulama. Sera ile yıl uzatılabilir.,Yüksek,🌶️,Bursa,Mudanya
Patates,Sebze,47.7,500,Yağmurlama,"Mart, Nisan","Temmuz, Ağustos, Eylül",Serin iklim sever. Yüksek rakımda kaliteli. Düzenli sulama.,Orta-Yüksek,🥔,Bursa,Mudanya
Domates,Sebze,98.8,700,Damla,"Mart, Nisan, Mayıs","Temmuz, Ağustos, Eylül",Sıcak iklim sever. Damla sulama ile %40 su tasarrufu. Hastalığa dikkat.,Yüksek,🍅,Bursa,Mustafakemalpaşa
Mısır,Tahıl,97.8,600,Damla veya Yağmurlama,"Nisan, Mayıs","Eylül, Ekim",Yüksek su ihtiyacı. Sıcak iklim sever. Düzenli sulama şart.,Yüksek,🌽,Bursa,Mustafakemalpaşa
Biber,Sebze,95.1,650,Damla,"Mart, Nisan","Temmuz, Ağustos, Eylül, Ekim",Sıcak ve güneşli sever. Düzenli sulama. Sera ile yıl uzatılabilir.,Yüksek,🌶️,Bursa,Mustafakemalpaşa
Pamuk,Endüstriyel,91.0,800,Damla veya Yüzey,"Nisan, Mayıs","Eylül, Ekim, Kasım",Sıcak iklim şart. Çukurova ve GAP bölgesine uygun. Çok sulama.,Yüksek,🌿,Bursa,Mustafakemalpaşa
Patates,Sebze,90.1,500,Yağmurlama,"Mart, Nisan","Temmuz, Ağustos, Eylül",Serin iklim sever. Yüksek rakımda kaliteli. Düzenli sulama.,Orta-Yüksek,🥔,Bursa,Mustafakemalpaşa
Buğday,Tahıl,82.9,450,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz","Sonbaharda ekilir, ilkbaharda gübrelenir. Kuru tarıma uygun.",Orta,🌾,Bursa,Nilüfer
Soğan,Sebze,76.5,400,Yağmurlama veya Damla,"Mart, Nisan, Eylül, Ekim","Haziran, Temmuz, Ağustos",Kuru ve sıcak iklimde iyi verim. İç Anadolu'ya uygun.,Orta,🧅,Bursa,Nilüfer
Arpa,Tahıl,76.3,350,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz",Kuraklığa dayanıklı. Az sulama ile yetişir.,Orta,🌾,Bursa,Nilüfer
Mısır,Tahıl,61.9,600,Damla veya Yağmurlama,"Nisan, Mayıs","Eylül, Ekim",Yüksek su ihtiyacı. Sıcak iklim sever. Düzenli sulama şart.,Yüksek,🌽,Bursa,Nilüfer
Domates,Sebze,59.0,700,Damla,"Mart, Nisan, Mayıs","Temmuz, Ağustos, Eylül",Sıcak iklim sever. Damla sulama ile %40 su tasarrufu. Hastalığa dikkat.,Yüksek,🍅,Bursa,Nilüfer
Buğday,Tahıl,99.8,450,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz","Sonbaharda ekilir, ilkbaharda gübrelenir. Kuru tarıma uygun.",Orta,🌾,Bursa,Orhaneli
Ayçiçeği,Yağlı Tohum,99.7,400,Yağmurlama,"Nisan, Mayıs","Ağustos, Eylül","Kuraklığa orta dayanıklı. Derin köklü, az sulama yeterli.",Orta-Yüksek,🌻,Bursa,Orhaneli
Üzüm (Bağ),Meyve,98.2,450,Damla,"Şubat, Mart","Ağustos, Eylül, Ekim",Kuraklığa dayanıklı. Az sulama ile kaliteli ürün. Budama kritik.,Yüksek,🍇,Bursa,Orhaneli
Soğan,Sebze,98.2,400,Yağmurlama veya Damla,"Mart, Nisan, Eylül, Ekim","Haziran, Temmuz, Ağustos",Kuru ve sıcak iklimde iyi verim. İç Anadolu'ya uygun.,Orta,🧅,Bursa,Orhaneli
Şeker Pancarı,Endüstriyel,97.1,550,Damla,"Mart, Nisan","Ekim, Kasım",Derin toprak sever. Düzenli sulama gerekli. Fabrika sözleşmeli.,Yüksek,🟫,Bursa,Orhaneli
Pamuk,Endüstriyel,95.9,800,Damla veya Yüzey,"Nisan, Mayıs","Eylül, Ekim, Kasım",Sıcak iklim şart. Çukurova ve GAP bölgesine uygun. Çok sulama.,Yüksek,🌿,Bursa,Orhangazi
Mısır,Tahıl,95.1,600,Damla veya Yağmurlama,"Nisan, Mayıs","Eylül, Ekim",Yüksek su ihtiyacı. Sıcak iklim sever. Düzenli sulama şart.,Yüksek,🌽,Bursa,Orhangazi
Domates,Sebze,92.6,700,Damla,"Mart, Nisan, Mayıs","Temmuz, Ağustos, Eylül",Sıcak iklim sever. Damla sulama ile %40 su tasarrufu. Hastalığa dikkat.,Yüksek,🍅,Bursa,Orhangazi
Biber,Sebze,87.9,650,Damla,"Mart, Nisan","Temmuz, Ağustos, Eylül, Ekim",Sıcak ve güneşli sever. Düzenli sulama. Sera ile yıl uzatılabilir.,Yüksek,🌶️,Bursa,Orhangazi
Patates,Sebze,81.8,500,Yağmurlama,"Mart, Nisan","Temmuz, Ağustos, Eylül",Serin iklim sever. Yüksek rakımda kaliteli. Düzenli sulama.,Orta-Yüksek,🥔,Bursa,Orhangazi
Patates,Sebze,79.1,500,Yağmurlama,"Mart, Nisan","Temmuz, Ağustos, Eylül",Serin iklim sever. Yüksek rakımda kaliteli. Düzenli sulama.,Orta-Yüksek,🥔,Bursa,Osmangazi
Buğday,Tahıl,78.3,450,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz","Sonbaharda ekilir, ilkbaharda gübrelenir. Kuru tarıma uygun.",Orta,🌾,Bursa,Osmangazi
Pamuk,Endüstriyel,70.7,800,Damla veya Yüzey,"Nisan, Mayıs","Eylül, Ekim, Kasım",Sıcak iklim şart. Çukurova ve GAP bölgesine uygun. Çok sulama.,Yüksek,🌿,Bursa,Osmangazi
Şeker Pancarı,Endüstriyel,68.9,550,Damla,"Mart, Nisan","Ekim, Kasım",Derin toprak sever. Düzenli sulama gerekli. Fabrika sözleşmeli.,Yüksek,🟫,Bursa,Osmangazi
Üzüm (Bağ),Meyve,68.9,450,Damla,"Şubat, Mart","Ağustos, Eylül, Ekim",Kuraklığa dayanıklı. Az sulama ile kaliteli ürün. Budama kritik.,Yüksek,🍇,Bursa,Osmangazi
Patates,Sebze,96.4,500,Yağmurlama,"Mart, Nisan","Temmuz, Ağustos, Eylül",Serin iklim sever. Yüksek rakımda kaliteli. Düzenli sulama.,Orta-Yüksek,🥔,Bursa,Yenişehir
Buğday,Tahıl,92.1,450,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz","Sonbaharda ekilir, ilkbaharda gübrelenir. Kuru tarıma uygun.",Orta,🌾,Bursa,Yenişehir
Şeker Pancarı,Endüstriyel,90.7,550,Damla,"Mart, Nisan","Ekim, Kasım",Derin toprak sever. Düzenli sulama gerekli. Fabrika sözleşmeli.,Yüksek,🟫,Bursa,Yenişehir
Ayçiçeği,Yağlı Tohum,89.3,400,Yağmurlama,"Nisan, Mayıs","Ağustos, Eylül","Kuraklığa orta dayanıklı. Derin köklü, az sulama yeterli.",Orta-Yüksek,🌻,Bursa,Yenişehir
Üzüm (Bağ),Meyve,88.1,450,Damla,"Şubat, Mart","Ağustos, Eylül, Ekim",Kuraklığa dayanıklı. Az sulama ile kaliteli ürün. Budama kritik.,Yüksek,🍇,Bursa,Yenişehir
Patates,Sebze,79.1,500,Yağmurlama,"Mart, Nisan","Temmuz, Ağustos, Eylül",Serin iklim sever. Yüksek rakımda kaliteli. Düzenli sulama.,Orta-Yüksek,🥔,Bursa,Yıldırım
Buğday,Tahıl,78.3,450,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz","Sonbaharda ekilir, ilkbaharda gübrelenir. Kuru tarıma uygun.",Orta,🌾,Bursa,Yıldırım
Pamuk,Endüstriyel,74.1,800,Damla veya Yüzey,"Nisan, Mayıs","Eylül, Ekim, Kasım",Sıcak iklim şart. Çukurova ve GAP bölgesine uygun. Çok sulama.,Yüksek,🌿,Bursa,Yıldırım
Mısır,Tahıl,69.3,600,Damla veya Yağmurlama,"Nisan, Mayıs","Eylül, Ekim",Yüksek su ihtiyacı. Sıcak iklim sever. Düzenli sulama şart.,Yüksek,🌽,Bursa,Yıldırım
Şeker Pancarı,Endüstriyel,68.9,550,Damla,"Mart, Nisan","Ekim, Kasım",Derin toprak sever. Düzenli sulama gerekli. Fabrika sözleşmeli.,Yüksek,🟫,Bursa,Yıldırım
Buğday,Tahıl,68.5,450,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz","Sonbaharda ekilir, ilkbaharda gübrelenir. Kuru tarıma uygun.",Orta,🌾,Bursa,İnegöl
Pamuk,Endüstriyel,68.3,800,Damla veya Yüzey,"Nisan, Mayıs","Eylül, Ekim, Kasım",Sıcak iklim şart. Çukurova ve GAP bölgesine uygun. Çok sulama.,Yüksek,🌿,Bursa,İnegöl
Arpa,Tahıl,66.1,350,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz",Kuraklığa dayanıklı. Az sulama ile yetişir.,Orta,🌾,Bursa,İnegöl
Üzüm (Bağ),Meyve,66.1,450,Damla,"Şubat, Mart","Ağustos, Eylül, Ekim",Kuraklığa dayanıklı. Az sulama ile kaliteli ürün. Budama kritik.,Yüksek,🍇,Bursa,İnegöl
Soğan,Sebze,66.1,400,Yağmurlama veya Damla,"Mart, Nisan, Eylül, Ekim","Haziran, Temmuz, Ağustos",Kuru ve sıcak iklimde iyi verim. İç Anadolu'ya uygun.,Orta,🧅,Bursa,İnegöl
Buğday,Tahıl,99.8,450,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz","Sonbaharda ekilir, ilkbaharda gübrelenir. Kuru tarıma uygun.",Orta,🌾,Bursa,İznik
Ayçiçeği,Yağlı Tohum,99.8,400,Yağmurlama,"Nisan, Mayıs","Ağustos, Eylül","Kuraklığa orta dayanıklı. Derin köklü, az sulama yeterli.",Orta-Yüksek,🌻,Bursa,İznik
Üzüm (Bağ),Meyve,97.7,450,Damla,"Şubat, Mart","Ağustos, Eylül, Ekim",Kuraklığa dayanıklı. Az sulama ile kaliteli ürün. Budama kritik.,Yüksek,🍇,Bursa,İznik
Soğan,Sebze,97.7,400,Yağmurlama veya Damla,"Mart, Nisan, Eylül, Ekim","Haziran, Temmuz, Ağustos",Kuru ve sıcak iklimde iyi verim. İç Anadolu'ya uygun.,Orta,🧅,Bursa,İznik
Arpa,Tahıl,94.5,350,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz",Kuraklığa dayanıklı. Az sulama ile yetişir.,Orta,🌾,Bursa,İznik
Arpa,Tahıl,91.7,350,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz",Kuraklığa dayanıklı. Az sulama ile yetişir.,Orta,🌾,Denizli,Acıpayam
Buğday,Tahıl,87.3,450,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz","Sonbaharda ekilir, ilkbaharda gübrelenir. Kuru tarıma uygun.",Orta,🌾,Denizli,Acıpayam
